run_name,method,steps,seed,stage,method_label,episode,step,reward,speed,collision,action,ttc_min,thw_min,drac_max,density,avg_speed_context,same_lane_front_ttc,same_lane_front_thw,same_lane_front_drac,same_lane_rear_ttc,same_lane_rear_drac,target_front_ttc,target_front_thw,target_front_drac,target_rear_ttc,target_rear_drac,target_gap_size,target_rear_distance,target_front_distance,target_rear_relative_speed,lane_change_active,target_conflict_active,risk_score_v1,risk_score,risk_score_v2,ttc_term,thw_term,drac_term,same_lane_front_risk,target_rear_risk,target_front_risk,p_block_term,same_front_ttc_term,same_front_thw_term,same_front_drac_term,target_rear_ttc_term,target_rear_drac_term,target_front_ttc_term,target_front_drac_term,p_yield,p_block,near_miss_flag
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,0,0.8666666666666667,25.0,0,2,21.892679281610494,2.7852531953397706,0.07264017208944652,0.0375,20.19830149317985,21.892679281610494,2.7852531953397706,0.07264017208944652,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-25.0,0.0,0.0,0.5179967139706256,0.12436236322129401,0.12436236322129401,0.0,0.0,0.024213390696482175,0.006053347674120544,0.0,0.0,0.1518711636566593,0.0,0.0,0.024213390696482175,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,1,0.8666666666666667,25.0,0,2,16.19652128723699,2.6416130397855353,0.12587390931004555,0.0375,19.53362192977399,16.19652128723699,2.6416130397855353,0.12587390931004555,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.00000000000003,1000000.0,1000000.0,-25.0,0.0,0.0,0.5655551920125926,0.15985152136836,0.15985152136836,0.0,0.0,0.04195796977001518,0.010489492442503795,0.0,0.0,0.1518711636566593,0.0,0.0,0.04195796977001518,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,2,0.750891632373114,20.65843621399177,0,4,347.4693016075966,3.10549328727715,0.0002656838524746697,0.05,19.37387806055663,347.4693016075966,3.10549328727715,0.0002656838524746697,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.65843621399177,0.0,0.0,0.44870301959152664,0.07611270439664611,0.07611270439664611,0.0,0.0,8.856128415822323e-05,2.2140321039555808e-05,0.0,0.0,0.1518711636566593,0.0,0.0,8.856128415822323e-05,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,3,0.735645537322111,20.086707649579164,0,2,inf,3.195362278411897,0.0,0.05,19.571472234561984,inf,3.195362278411897,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.086707649579164,0.0,0.0,0.44129842969846295,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,4,0.7336378211014029,20.011418291302608,0,2,inf,3.2158686957565057,0.0,0.05,19.812178645324533,inf,3.2158686957565057,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.011418291302608,0.0,0.0,0.4397019574753325,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,5,0.7333734304879762,20.00150364329911,0,4,inf,3.2255611470924714,0.0,0.05,19.999031823781912,inf,3.2255611470924714,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.00150364329911,0.0,0.0,0.4389544422740918,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,6,0.7333386136170722,20.00019801064021,0,2,inf,3.234930089861787,0.0,0.05,20.126349158456573,inf,3.234930089861787,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.00019801064021,0.0,0.0,0.43823613478531187,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,7,0.73333402867934,20.000026075475255,0,2,inf,3.246632729894134,0.0,0.05,20.211631754287673,inf,3.246632729894134,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.000026075475255,0.0,0.0,0.437344728336899,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,8,0.7333334249015317,20.000003433807443,0,2,inf,3.261577700915092,0.0,0.05,20.269016731592366,inf,3.261577700915092,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.000003433807443,0.0,0.0,0.43621564974624133,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps20000_seed0,official_sb3_ppo_highway_fast,20000,0,smoke,official_sb3_ppo_highway_fast (20k),0,9,0.7333333453916969,20.000000452188633,0,2,inf,3.280022759891523,0.0,0.05,20.3083683462968,inf,3.280022759891523,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.000000452188633,0.0,0.0,0.4348363284275569,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
