run_name,method,steps,seed,stage,method_label,episode,step,reward,speed,collision,action,ttc_min,thw_min,drac_max,density,avg_speed_context,same_lane_front_ttc,same_lane_front_thw,same_lane_front_drac,same_lane_rear_ttc,same_lane_rear_drac,target_front_ttc,target_front_thw,target_front_drac,target_rear_ttc,target_rear_drac,target_gap_size,target_rear_distance,target_front_distance,target_rear_relative_speed,lane_change_active,target_conflict_active,risk_score_v1,risk_score,risk_score_v2,ttc_term,thw_term,drac_term,same_lane_front_risk,target_rear_risk,target_front_risk,p_block_term,same_front_ttc_term,same_front_thw_term,same_front_drac_term,target_rear_ttc_term,target_rear_drac_term,target_front_ttc_term,target_front_drac_term,p_yield,p_block,near_miss_flag
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,0,0.9824417009602194,29.34156378600823,0,3,8.938449728057687,2.2915025472214734,0.4207742950898306,0.0375,20.40504262584691,8.938449728057687,2.2915025472214734,0.4207742950898306,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-29.34156378600823,0.0,0.0,0.8006422937274547,0.3564517785548834,0.3564517785548834,0.0,0.0,0.14025809836327688,0.03506452459081922,0.0,0.0,0.1518711636566593,0.0,0.0,0.14025809836327688,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,1,0.9976877960112223,29.913292350420836,0,3,6.561012640713301,1.971976227620461,0.685163384530468,0.05,19.767588232174976,6.561012640713301,1.971976227620461,0.685163384530468,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-29.913292350420836,0.0,0.0,1.0601335128655522,0.5327111715153083,0.5327111715153083,0.0,0.0,0.22838779484348934,0.057096948710872335,0.0,0.0,0.1518711636566593,0.0,0.0,0.22838779484348934,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,2,0.8839204779383776,25.647017922689162,0,4,10.08034215066068,2.0332883990882795,0.2565992104590374,0.05,19.611429570494607,10.08034215066068,2.0332883990882795,0.2565992104590374,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-25.647017922689162,0.0,0.0,0.7383464258601105,0.2470017221343546,0.2470017221343546,0.0,0.0,0.08553307015301247,0.021383267538253117,0.0,0.0,0.1518711636566593,0.0,0.0,0.08553307015301247,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,3,0.8689387735008015,25.085204006280055,0,2,9.770291593427244,1.8809257330799942,0.2471406809455238,0.05,19.809495870595363,9.770291593427244,1.8809257330799942,0.2471406809455238,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-25.085204006280055,0.0,0.0,0.7668935623235245,0.24069603579201218,0.24069603579201218,0.0,0.0,0.08238022698184126,0.020595056745460315,0.0,0.0,0.1518711636566593,0.0,0.0,0.08238022698184126,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,4,0.866965874150997,25.011220280662393,0,2,8.755720840191383,1.6933989769004332,0.27623605662865874,0.05,20.05026445434167,8.755720840191383,1.6933989769004332,0.27623605662865874,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-25.011220280662393,0.0,0.0,0.8433108887347791,0.26009295291410217,0.26009295291410217,0.0,0.0,0.09207868554288624,0.02301967138572156,0.0,0.0,0.1518711636566593,0.0,0.0,0.09207868554288624,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,5,0.9824811027688556,29.343041353832085,0,3,3.8289203091959942,1.1969105464586507,1.1977996137542644,0.05,20.44386695285491,3.8289203091959942,1.1969105464586507,1.1977996137542644,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-29.343041353832085,0.0,0.0,1.7391730406587365,0.874468657664506,0.874468657664506,0.0,0.0,0.39926653791808814,0.09981663447952203,0.0,0.0,0.1518711636566593,0.0,0.0,0.39926653791808814,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,6,0.8819179504332101,25.571923141245378,0,4,5.230112725825535,1.096604165094926,0.5125794456138316,0.0625,20.391669402771104,5.230112725825535,1.096604165094926,0.5125794456138316,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-25.571923141245378,0.0,0.0,1.3229585770153123,0.41765521223755075,0.41765521223755075,0.0,0.0,0.17085981520461055,0.04271495380115264,0.0,0.0,0.1518711636566593,0.0,0.0,0.17085981520461055,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,7,0.7529000318814653,20.733751195554948,0,4,54.87517338312806,1.223752233163748,0.004212981707850872,0.0625,20.24657104572004,54.87517338312806,1.223752233163748,0.004212981707850872,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.733751195554948,0.0,0.0,0.85094047207497,0.07874423630023024,0.07874423630023024,0.0,0.0,0.0014043272359502907,0.0003510818089875727,0.0,0.0,0.1518711636566593,0.0,0.0,0.0014043272359502907,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,8,0.7359100179158035,20.096625671842627,0,4,inf,1.2583972540318507,0.0,0.0625,20.27361779054642,inf,1.2583972540318507,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.096625671842627,0.0,0.0,0.8304148775152318,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,9,0.7336726498215599,20.012724368308493,0,4,inf,1.2795904525244757,0.0,0.0625,20.308974247064413,inf,1.2795904525244757,0.0,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-20.012724368308493,0.0,0.0,0.819885620185679,0.07593558182832966,0.07593558182832966,0.0,0.0,0.0,0.0,0.0,0.0,0.1518711636566593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
