run_name,method,steps,seed,stage,method_label,episode,step,reward,speed,collision,action,ttc_min,thw_min,drac_max,density,avg_speed_context,same_lane_front_ttc,same_lane_front_thw,same_lane_front_drac,same_lane_rear_ttc,same_lane_rear_drac,target_front_ttc,target_front_thw,target_front_drac,target_rear_ttc,target_rear_drac,target_gap_size,target_rear_distance,target_front_distance,target_rear_relative_speed,lane_change_active,target_conflict_active,risk_score_v1,risk_score,risk_score_v2,ttc_term,thw_term,drac_term,same_lane_front_risk,target_rear_risk,target_front_risk,p_block_term,same_front_ttc_term,same_front_thw_term,same_front_drac_term,target_rear_ttc_term,target_rear_drac_term,target_front_ttc_term,target_front_drac_term,p_yield,p_block,near_miss_flag
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,0,0.9491083676268861,29.34156378600823,0,3,1.8814636651418177,0.619019331988878,2.5654632722590427,0.0375,21.21483722605408,1.8814636651418177,0.619019331988878,2.5654632722590427,1000000.0,0.0,11.879760847298497,3.822286138182379,0.3973388771926821,1000000.0,0.0,192.15185253185334,1000000.0,112.15185253185334,-29.34156378600823,0.0,1.0,3.428661914544064,2.396631517245906,2.396631517245906,0.3728454449527274,0.38098066801112196,0.8551544240863476,0.4950497343478114,0.0,0.046356202339146245,0.10853221782408451,0.3728454449527274,0.38098066801112196,0.8551544240863476,0.0,0.0,0.0,0.1324462923975607,0.8914677821759155,0.10853221782408451,1.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,1,0.9972256625080647,29.913292350420836,0,2,3.9623789614356824,1.2036640190184946,1.146641035587925,0.0375,20.859484674206712,3.9623789614356824,1.2036640190184946,1.146641035587925,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-29.913292350420836,0.0,0.0,1.692181139707891,0.8403629388869465,0.8403629388869465,0.0,0.0,0.3822136785293084,0.0955534196323271,0.0,0.0,0.1518711636566593,0.0,0.0,0.3822136785293084,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,2,0.9996954066735079,29.988581708697392,0,3,2.809856998236576,0.8909664276186848,1.692071983626358,0.05,20.731372843034997,2.809856998236576,0.8909664276186848,1.692071983626358,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-29.988581708697392,0.0,0.0,2.3599701664327877,1.3173161005116831,1.3173161005116831,0.063381000587808,0.10903357238131517,0.5640239945421194,0.1976722634350873,0.0,0.0,0.1518711636566593,0.063381000587808,0.10903357238131517,0.5640239945421194,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,0.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,3,0.999959902844469,29.99849635670089,0,2,1.774590029352709,0.5712689784614586,2.7209092567714412,0.0625,20.745202482070535,1.774590029352709,0.5712689784614586,2.7209092567714412,1000000.0,0.0,1000000.0,1000000.0,0.0,1000000.0,0.0,160.0,1000000.0,1000000.0,-29.99849635670089,0.0,0.0,3.6911326832387044,2.5106844841953806,2.5106844841953806,0.40846999021576363,0.42873102153854137,0.906969752257147,0.5371471369906651,0.0,0.0,0.1518711636566593,0.40846999021576363,0.42873102153854137,0.906969752257147,0.0,0.0,0.0,0.0,0.8481288363433407,0.1518711636566593,1.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,4,0.9661894028483006,29.99980198935979,0,0,0.7990754643781897,0.25796748844538125,6.060071891120862,0.0625,20.79998006401561,2.66315556011394,0.9050092004613713,1.9140281314852703,1000000.0,0.0,0.7990754643781897,0.25796748844538125,6.060071891120862,1000000.0,0.0,87.7389735730539,1000000.0,7.738973573053897,-29.99980198935979,0.0,1.0,8.15682119732084,5.435775457841849,5.435775457841849,0.7336415118739369,0.7420325115546187,2.020023963706954,0.24025531817727597,0.0,1.183875370015493,0.2988316418072534,0.11228147996202005,0.09499079953862866,0.6380093771617568,0.0,0.0,0.7336415118739369,2.020023963706954,0.7011683581927466,0.2988316418072534,1.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,5,0.9328462471354917,29.999973924524745,0,0,1.6953269428253888,0.5758140565321499,3.0051504259471025,0.0625,20.91300692766234,4.150859100732147,1.762432327014989,1.5343602835417094,inf,0.0,1.6953269428253888,0.5758140565321499,3.0051504259471025,1000000.0,0.0,97.27440668133931,1000000.0,17.274406681339315,-29.999973924524745,0.0,1.0,3.9387445829630603,2.8459322036806722,2.8459322036806722,0.43489101905820376,0.4241859434678501,1.0017168086490342,0.12786335696180912,0.0,0.6332800454149945,0.27542041732202194,0.0,0.0,0.5114534278472365,0.0,0.0,0.43489101905820376,1.0017168086490342,0.7245795826779781,0.27542041732202194,1.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,6,0.9333331304418966,29.999996566192557,0,1,0.6976605624464419,0.23649585822037736,7.288302692337464,0.0625,21.02667943360664,3.1871396926807187,1.339517049712557,1.978049962475181,inf,0.0,0.6976605624464419,0.23649585822037736,7.288302692337464,1000000.0,0.0,87.09487493453008,1000000.0,7.0948749345300826,-29.999996566192557,0.0,1.0,9.35804333557306,6.1477664590754895,6.1477664590754895,0.7674464791845194,0.7635041417796227,2.4294342307791545,0.16483749687293175,0.0,1.3491421922426416,0.3004536615938639,0.0,0.0,0.659349987491727,0.0,0.0,0.7674464791845194,2.4294342307791545,0.6995463384061361,0.3004536615938639,1.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,7,0.9333333212740347,29.999999547811367,0,1,2.2210714772272366,0.9213594846422349,2.8015301032476625,0.0875,21.067194866224888,2.2210714772272366,0.9213594846422349,2.8015301032476625,inf,0.0,8.801501737177274,2.579532411736611,0.499480667684489,inf,0.0,80.44965916776385,3.0636879821007597,77.3859711856631,-10.140939730290249,0.0,0.0,3.1844213167170965,2.3434880185908256,2.3434880185908256,0.25964284092425444,0.07864051535776506,0.9338433677492208,0.39199250751719816,0.0,0.0,0.3174759038651964,0.25964284092425444,0.07864051535776506,0.9338433677492208,0.0,0.0,0.0,0.16649355589482967,0.6825240961348036,0.3174759038651964,0.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,8,0.817558297451829,25.658436154444296,0,4,2.227492014373206,0.6883001432538892,1.7796956379442934,0.0875,20.911545725502624,2.227492014373206,0.6883001432538892,1.7796956379442934,inf,0.0,16.154827351193116,2.76745532997709,0.13604298895105757,inf,0.0,81.8050870382998,10.796511143806072,71.00857589449373,-5.765835558805534,0.0,0.0,2.8622674221179154,1.7513776310971862,1.7513776310971862,0.257502661875598,0.3116998567461108,0.5932318793147645,0.35227440520949216,0.0,0.0,0.31396200341211045,0.257502661875598,0.3116998567461108,0.5932318793147645,0.0,0.0,0.0,0.04534766298368586,0.6860379965878896,0.31396200341211045,0.0
official_sb3_dqn_highway_fast_steps100000_seed1,official_sb3_dqn_highway_fast,100000,1,formal,official_sb3_dqn_highway_fast (100k),0,9,0.8350117436297605,25.086707641737522,0,2,1.4519204017324276,0.4157942982545678,2.474039259301103,0.0875,20.777160994393487,17.918099984233432,2.681491737894512,0.10476258952998926,inf,0.0,1.4519204017324276,0.4157942982545678,2.474039259301103,inf,0.0,74.29310254324503,63.86219254383127,10.430909999413757,-4.906345431013307,0.0,1.0,4.290292675500389,2.3574106224524027,2.3574106224524027,0.5160265327558574,0.5842057017454322,0.8246797531003677,0.008730215794165773,0.0,0.624055159876436,0.333695642797731,0.0,0.0,0.03492086317666309,0.0,0.0,0.5160265327558574,0.8246797531003677,0.666304357202269,0.333695642797731,1.0
